Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Pink Frequency)
